Compound_name,Column,Organic_modifier,pH,Buffer,SMILES,RT
2-naphthoic acid,C18-Mixed,Methanol,2.7,Acetic acid,c1ccc2cc(ccc2c1)C(=O)O,14.427999999999999
2-naphthoic acid,C18-Mixed,Methanol,2.7,Formic acid,c1ccc2cc(ccc2c1)C(=O)O,14.6175
2-naphthoic acid,C18-Mixed,Methanol,2.7,TFA,c1ccc2cc(ccc2c1)C(=O)O,14.328
2-naphthoic acid,C18-Mixed,Methanol,5,Acetate,c1ccc2cc(ccc2c1)C(=O)O,13.045
2-naphthoic acid,C18-Mixed,Methanol,5,Formiate,c1ccc2cc(ccc2c1)C(=O)O,13.044
2-naphthoic acid,C18-Mixed,Methanol,8,Bicarbonate,c1ccc2cc(ccc2c1)C(=O)O,12.958
2-naphthoic acid,C18-Mixed,Methanol,8,Formiate,c1ccc2cc(ccc2c1)C(=O)O,13.02
2-naphthoic acid,C18-RP,Acetonitrile,2,TFA,c1ccc2cc(ccc2c1)C(=O)O,10.053333333333333
2-naphthoic acid,C18-RP,Acetonitrile,8,Bicarbonate,c1ccc2cc(ccc2c1)C(=O)O,8.905000000000001
2-naphthoic acid,C18-RP,Acetonitrile,10,Ammonia,c1ccc2cc(ccc2c1)C(=O)O,8.925
2-naphthoic acid,C18-RP,Methanol,2,TFA,c1ccc2cc(ccc2c1)C(=O)O,13.826666666666666
2-naphthoic acid,C18-RP,Methanol,2.7,Acetic acid,c1ccc2cc(ccc2c1)C(=O)O,14.26
2-naphthoic acid,C18-RP,Methanol,2.7,Formic acid,c1ccc2cc(ccc2c1)C(=O)O,14.12
2-naphthoic acid,C18-RP,Methanol,10,Ammonia,c1ccc2cc(ccc2c1)C(=O)O,12.17
2-naphthoic acid,HILIC,Acetonitrile,2.7,Formic acid,c1ccc2cc(ccc2c1)C(=O)O,1.91
2-naphthoic acid,HILIC,Acetonitrile,3,Acetic acid,c1ccc2cc(ccc2c1)C(=O)O,1.94
2-naphthoic acid,HILIC,Acetonitrile,3,Formic acid,c1ccc2cc(ccc2c1)C(=O)O,1.92
2-naphthoic acid,HILIC,Acetonitrile,5,Acetic acid,c1ccc2cc(ccc2c1)C(=O)O,1.92
