File_name,Compound_name,Column,Organic_modifier,pH,Buffer,Peak_Area_IC,slope,S/N,conc_M,ret_time,SMILES
200420,Caffeine,C18-RP,Acetonitrile,2.7,Formic acid,48181011867.64096,1364468000166.2344,3442,0.0402253240448151,4.39,Cn1cnc2c1c(=O)n(C)c(=O)n2C
200420,Caffeine,C18-RP,Methanol,2.7,Formic acid,667533580.5098841,1725799046066.3582,23,4.0225324044815107e-4,6.69,Cn1cnc2c1c(=O)n(C)c(=O)n2C
200420,Caffeine,C18-RP,Methanol,2.7,Formic acid,3459398265.3577933,1725799046066.3582,114,0.0020112662022407552,6.69,Cn1cnc2c1c(=O)n(C)c(=O)n2C
200420,Caffeine,C18-RP,Methanol,2.7,Formic acid,6893893722.185553,1725799046066.3582,219,0.0040225324044815105,6.69,Cn1cnc2c1c(=O)n(C)c(=O)n2C
200420,Caffeine,C18-RP,Methanol,2.7,Formic acid,13864912384.46489,1725799046066.3582,440,0.008045064808963021,6.69,Cn1cnc2c1c(=O)n(C)c(=O)n2C
200420,Caffeine,C18-RP,Methanol,2.7,Formic acid,32787076815.695164,1725799046066.3582,703,0.02011266202240755,6.69,Cn1cnc2c1c(=O)n(C)c(=O)n2C
200420,Caffeine,C18-RP,Methanol,2.7,Formic acid,62610232380.66054,1725799046066.3582,1767,0.0402253240448151,6.69,Cn1cnc2c1c(=O)n(C)c(=O)n2C
200420,Carbamazepine,C18-RP,Acetonitrile,2.7,Formic acid,2751132085.111176,5637752134832.903,308,3.376258736029124e-4,8.95,c1ccc2c(c1)C=Cc1ccccc1N2C(=N)O
200420,Carbamazepine,C18-RP,Acetonitrile,2.7,Formic acid,11369376609.687317,5637752134832.903,1609,0.001688129368014562,8.95,c1ccc2c(c1)C=Cc1ccccc1N2C(=N)O
200420,Carbamazepine,C18-RP,Acetonitrile,2.7,Formic acid,19953936746.93208,5637752134832.903,2331,0.003376258736029124,8.95,c1ccc2c(c1)C=Cc1ccccc1N2C(=N)O
200420,Carbamazepine,C18-RP,Acetonitrile,2.7,Formic acid,35224528971.42556,5637752134832.903,3921,0.006752517472058248,8.95,c1ccc2c(c1)C=Cc1ccccc1N2C(=N)O
200420,Carbamazepine,C18-RP,Methanol,2.7,Formic acid,2165093508.5677786,5748720061342.826,151,3.376258736029124e-4,12.6,c1ccc2c(c1)C=Cc1ccccc1N2C(=N)O
200420,Carbamazepine,C18-RP,Methanol,2.7,Formic acid,10555918884.538157,5748720061342.826,827,0.001688129368014562,12.6,c1ccc2c(c1)C=Cc1ccccc1N2C(=N)O
200420,Carbamazepine,C18-RP,Methanol,2.7,Formic acid,19678140264.190956,5748720061342.826,1326,0.003376258736029124,12.6,c1ccc2c(c1)C=Cc1ccccc1N2C(=N)O
200420,Carbamazepine,C18-RP,Methanol,2.7,Formic acid,35973971767.35976,5748720061342.826,2494,0.006752517472058248,12.6,c1ccc2c(c1)C=Cc1ccccc1N2C(=N)O
