standardized_inchikey,standardized_SMILES,RT
GPTONYMQFTZPKC-UHFFFAOYSA-N,COc1cnc(NS(=O)(=O)c2ccc(N)cc2)nc1,4.18
VACCAVUAMIDAGB-UHFFFAOYSA-N,Cc1nnc(NS(=O)(=O)c2ccc(N)cc2)s1,4.21
JLKIGFTWXXRPMT-UHFFFAOYSA-N,Cc1cc(NS(=O)(=O)c2ccc(N)cc2)no1,4.6
VLYWMPOKSSWJAL-UHFFFAOYSA-N,COc1ccc(NS(=O)(=O)c2ccc(N)cc2)nn1,4.38
WMPXPUYPYQKQCX-UHFFFAOYSA-N,COc1cc(NS(=O)(=O)c2ccc(N)cc2)ncn1,4.75
CYFLXLSBHQBMFT-UHFFFAOYSA-N,Cc1nc(NS(=O)(=O)c2ccc(N)cc2)oc1C,4.11
FDDDEECHVMSUSB-UHFFFAOYSA-N,Nc1ccc(S(N)(=O)=O)cc1,2.23
GECHUMIMRBOMGK-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2ccccn2)cc1,3.8
NHZLNPMOSADWGC-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2cnc3ccccc3n2)cc1,5.81
NCEXYHBECQHGNR-UHFFFAOYSA-N,O=C(O)c1cc(N=Nc2ccc(S(=O)(=O)Nc3ccccn3)cc2)ccc1O,6.61
JNMRHUJNCSQMMB-UHFFFAOYSA-N,Nc1ccc(S(=O)(=O)Nc2nccs2)cc1,3.63
AUMHDRMJJNZTPB-UHFFFAOYSA-N,O=c1c(CC[S+]([O-])c2ccccc2)c(O)n(-c2ccccc2)n1-c1ccccc1,7.94
NHUHCSRWZMLRLA-UHFFFAOYSA-N,Cc1noc(NS(=O)(=O)c2ccc(N)cc2)c1C,4.71
ZDXMLEQEMNLCQG-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)NC(=O)Nc1nc(C)cc(C)n1,6.92
XIUROWKZWPIAIB-UHFFFAOYSA-N,CCOP(=S)(OCC)OP(=S)(OCC)OCC,10.77
MLKXDPUZXIRXEP-UHFFFAOYSA-N,CC1=C(CC(=O)O)c2cc(F)ccc2C1=Cc1ccc([S+](C)[O-])cc1,8.24
BGRJTUBHPOOWDU-UHFFFAOYSA-N,CCN1CCCC1CNC(=O)c1cc(S(N)(=O)=O)ccc1OC,2.94
JXHJNEJVUNHLKO-UHFFFAOYSA-N,CCCSP(=S)(OCC)Oc1ccc(SC)cc1,12.77
HMHVCUVYZFYAJI-UHFFFAOYSA-N,NS(=O)(=O)c1ccc(N2CCCCS2(=O)=O)cc1,4.11
KQKPFRSPSRPDEB-UHFFFAOYSA-N,CNS(=O)(=O)Cc1ccc2[nH]cc(CCN(C)C)c2c1,3.43
ONWXNHPOAGOMTG-UHFFFAOYSA-N,CCCCC1(COC(=O)CCC(=O)O)C(=O)N(c2ccccc2)N(c2ccccc2)C1=O,9.61
WOZQBERUBLYCEG-UHFFFAOYSA-N,COC(=O)Nc1ccc(Cl)c(Cl)c1,9.68
YLJREFDVOIBQDA-UHFFFAOYSA-N,Nc1c2c(nc3ccccc13)CCCC2,4.77
WOXKDUGGOYFFRN-CAWMZFRYSA-N,CN1CC(=O)N2C(Cc3c([nH]c4ccccc34)[C@H]2c2ccc3c(c2)OCO3)C1=O,8.26
MXFWWQICDIZSOA-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1ccc(NC(=O)NC2CCCCC2)cc1,6.58
NKANXQFJJICGDU-QPLCGJKRSA-N,CC/C(=C(\c1ccccc1)c1ccc(OCCN(C)C)cc1)c1ccccc1,11.02
TUBQDCKAWGHZPF-UHFFFAOYSA-N,N#CSCSc1nc2ccccc2s1,9.25
PXMNMQRDXWABCY-UHFFFAOYSA-N,CC(C)(C)C(O)(CCc1ccc(Cl)cc1)Cn1cncn1,10.87
QYPNKSZPJQQLRK-UHFFFAOYSA-N,CCc1ccc(C(=O)NN(C(=O)c2cc(C)cc(C)c2)C(C)(C)C)cc1,10.45
ZZYSLNWGKKDOML-UHFFFAOYSA-N,CCc1nn(C)c(C(=O)NCc2ccc(C(C)(C)C)cc2)c1Cl,12.19
AWYOMXWDGWUJHS-UHFFFAOYSA-N,CCOP(=S)(Oc1cnc(C(C)(C)C)nc1)OC(C)C,12.32
RJKCKKDSSSRYCB-UHFFFAOYSA-N,CC(C)N(Cc1ccccc1)C(=O)C(C)(C)C,10.25
HBPDKDSFLXWOAE-UHFFFAOYSA-N,CNC(=O)N(C)c1nnc(C(C)(C)C)s1,7.25
RMMXLENWKUUMAY-UHFFFAOYSA-N,CCCc1nc2c(C)cc(-c3nc4ccccc4n3C)cc2n1Cc1ccc(-c2ccccc2C(=O)O)cc1,10.31
SEQDDYPDSLOBDC-UHFFFAOYSA-N,CN1C(=O)C(O)N=C(c2ccccc2)c2cc(Cl)ccc21,7.94
WWJZWCUNLNYYAU-UHFFFAOYSA-N,COP(=S)(OC)Oc1ccc(Sc2ccc(OP(=S)(OC)OC)cc2)cc1,12.36
IDCBOTIENDVCBQ-UHFFFAOYSA-N,CCOP(=O)(OCC)OP(=O)(OCC)OCC,6.49
LHTJZXMWYGUVJS-ZFNPBRLTSA-N,CCC(=NOC/C=C/Cl)C1C(=O)CC(C2CCOCC2)CC1=O,7.21
VCKUSRYTPJJLNI-UHFFFAOYSA-N,COc1cc2nc(N3CCN(C(=O)C4CCCO4)CC3)nc(N)c2cc1OC,4.92
DOMXUEMWDBAQBQ-WEVVVXLNSA-N,CN(C/C=C/C#CC(C)(C)C)Cc1cccc2ccccc12,10.97
XLNZEKHULJKQBA-UHFFFAOYSA-N,CCOP(=S)(OCC)SCSC(C)(C)C,12.25
DWZSTEUTHNUVQD-UHFFFAOYSA-N,CCOP(=S)(OCC)SCS(=O)(=O)C(C)(C)C,9.01
KKOYBOFPUBHPFO-UHFFFAOYSA-N,CCOP(=S)(OCC)SC[S+]([O-])C(C)(C)C,9
BCQMBFHBDZVHKU-UHFFFAOYSA-N,CCNc1nc(NC(C)(C)C)nc(OC)n1,9.16
XWTYSIMOBUGWOL-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1cc(O)cc(O)c1,3.11
FZXISNSWEXTPMF-UHFFFAOYSA-N,CCNc1nc(Cl)nc(NC(C)(C)C)n1,9.36
IROINLKCQGIITA-UHFFFAOYSA-N,CCNc1nc(NC(C)(C)C)nc(SC)n1,10.23
BLSQLHNBWJLIBQ-OZXSUGGESA-N,CC(C)N1CCN(c2ccc(OC[C@H]3CO[C@](Cn4cncn4)(c4ccc(Cl)cc4Cl)O3)cc2)CC1,8.2
GUGOEEXESWIERI-UHFFFAOYSA-N,CC(C)(C)c1ccc(C(O)CCCN2CCC(C(O)(c3ccccc3)c3ccccc3)CC2)cc1,9.69
BBPHDKMSVJACPF-UHFFFAOYSA-N,Cc1ncc(N(O)O)n1CCCO,4.21
UISARWKNNNHPGI-UHFFFAOYSA-N,CC(CC(c1ccccc1)c1ccccc1)NC(C)(C)C,7.91
HTWFXPCUFWKXOP-UHFFFAOYSA-N,CC(C)(C)NCC(O)COc1cccc2c1SCCC2,6.76
OHAHNLVPTSLFSI-IXKNJLPQSA-N,C[C@]12CC[C@H]3[C@@H](CC=C4CC(=O)CC[C@@]43C)[C@@H]1CC[C@@H]2OC(=O)c1ccccc1,13.82
GKCBAIGFKIBETG-UHFFFAOYSA-N,CCCCNc1ccc(C(=O)OCCN(C)C)cc1,6.43
ZKERVNBIQYEUTA-YHYXMXQVSA-N,COOP(=O)(OOC)O/C(=C\Cl)c1cc(Cl)c(Cl)cc1Cl,10.59
LQDARGUHUSPFNL-UHFFFAOYSA-N,FC(F)C(F)(F)OCC(Cn1cncn1)c1ccc(Cl)cc1Cl,10.14
MLGCXEBRWGEOQX-UHFFFAOYSA-N,O=S(=O)(c1ccc(Cl)cc1)c1cc(Cl)c(Cl)cc1Cl,12.2
CXBMCYHAMVGWJQ-GICMACPYSA-N,CC(C)=C[C@@H]1C(C(=O)OCN2C(=O)C3=C(CCCC3)C2=O)C1(C)C,12.16
GIEGFYVKVGBXMQ-UHFFFAOYSA-N,CN1C(=O)C=NC(=C2CCCCC2)c2cc(Cl)ccc21,10.54
WSWJIZXMAUYHOE-UHFFFAOYSA-N,COCCOc1c(OC)cc(Cc2cnc(N)nc2N)cc1OC,4.24
BYJAVTDNIXVSPW-UHFFFAOYSA-N,c1ccc2c(c1)CCCC2C1=NCCN1,4.47
KKIMDKMETPPURN-UHFFFAOYSA-N,FC(F)(F)c1cccc(N2CCNCC2)c1,5.845
CYQFCXCEBYINGO-IAGOWNOFSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)[C@@H]1CCC(C)=C[C@@H]21,13.97
YOVRGSHRZRJTLZ-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(C(=O)O)=CC21,12.5
YCBKSSAWEUDACY-UHFFFAOYSA-N,CCCCCc1cc(O)c2c(c1)OC(C)(C)C1CCC(CO)=CC21,12.47
SYGWGHVTLUBCEM-ZPSWINFXSA-N,C[C@]12CC[C@H](O)C[C@@H]1CC[C@H]1C2C(=O)C[C@]2(C)[C@@H]1CC[C@@]2(O)C(=O)CO,9.21
RRJQTGHQFYTZOW-ILWKUFEGSA-N,COc1ccc2c3c1O[C@H]1C(OC(C)=O)=CC[C@H]4[C@@H](C2)N(C)CC[C@]314,4.47
KDWQYMVPYJGPHS-UHFFFAOYSA-N,COc1ccsc1CN(C(=O)CCl)c1c(C)cccc1C,10.07
YAPQBXQYLJRXSA-UHFFFAOYSA-N,Cn1cnc2c1c(=O)[nH]c(=O)n2C,3.28
ZFXYFBGIUFBOJW-UHFFFAOYSA-N,Cn1c(=O)c2[nH]cnc2n(C)c1=O,3.93
AODPIQQILQLWGS-GXBDJPPSSA-N,C[C@]12CC[C@@H](O)C[C@H]1CC[C@@H]1[C@@H]2[C@@H](O)C[C@@]2(C)[C@H]1CC[C@]2(O)C(=O)CO,9.03
WJCNZQLZVWNLKY-UHFFFAOYSA-N,c1ccc2[nH]c(-c3cscn3)nc2c1,6.15
HOKKPVIRMVDYPB-GXDHUFHOSA-N,N#C/N=C1/SCCN1Cc1ccc(Cl)nc1,5.62
NWWZPOKUUAIXIW-UHFFFAOYSA-N,CN1COCN(Cc2cnc(Cl)s2)C1=N[N+](=O)[O-],4.25
YIJZJEYQBAAWRJ-UHFFFAOYSA-N,COC(=O)c1c(C(F)F)nc(C(F)(F)F)c(C2=NCCS2)c1CC(C)C,10.72
HFCYZXMHUIHAQI-UHFFFAOYSA-N,O=C(Nc1ccccc1)Nc1cnns1,7.17
XCTYLCDETUVOIP-UHFFFAOYSA-N,CCSc1ccc2c(c1)N(CCCN1CCN(C)CC1)c1ccccc1S2,10.41
AHTPATJNIAFOLR-UHFFFAOYSA-N,COC(=O)c1sccc1S(=O)(=O)NC(=O)Nc1nc(C)nc(OC)n1,6.24
QHTQREMOGMZHJV-UHFFFAOYSA-N,CCN(CC)C(=O)SCc1ccc(Cl)cc1,11.44
DNVLJEWNNDHELH-UHFFFAOYSA-N,CN(C)C1CSSSC1,3.16
XDOTVMNBCQVZKG-MKICQXMISA-N,CS/C(C)=N/OC(=O)N(C)SN(C)C(=O)O/N=C(\C)SC,7.64
AGBTZYDUBVIKEZ-YRNVUSSQSA-N,CNOC(=O)/N=C(\CSC)C(C)(C)C,7.8
WYWHKKSPHMUBEB-UHFFFAOYSA-N,Nc1nc(=S)c2[nH]cnc2[nH]1,2.53
OPASCBHCTNRLRM-UHFFFAOYSA-N,CCSCCSP(=S)(OC)OC,10.23
IRVDMKJLOCGUBJ-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1cnccn1,8.35
QGHREAKMXXNCOA-UHFFFAOYSA-N,COC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OC,6.93
YFNCATAIYKQPOO-UHFFFAOYSA-N,CCOC(=O)NC(=S)Nc1ccccc1NC(=S)NC(=O)OCC,8.61
AIUHRQHVWSUTGJ-UHFFFAOYSA-N,CC(=O)OCCN1CCN(CCCN2c3ccccc3Sc3ccc(Cl)cc32)CC1,10.02
VZYCZNZBPPHOFY-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,8.15
KLBQZWRITKRQQV-UHFFFAOYSA-N,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2,9.34
XLDFFVBQCMLXIE-UHFFFAOYSA-N,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1[S+]2[O-],6.64
GFBKORZTTCHDGY-UFWORHAWSA-N,CN1CCN(CC/C=C2\c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1,8.38
KUAZQDVKQLNFPE-UHFFFAOYSA-N,CN(C)C(=S)SSC(=S)N(C)C,6.8
PBJUNZJWGZTSKL-UHFFFAOYSA-N,Cc1ccsc1C(=CCCN1CCCC(C(=O)O)C1)c1sccc1C,8.43
UURAUHCOJAIIRQ-VOXDHWMASA-N,C=C[C@]1(C)C[C@@H](OC(=O)CSCCN(CC)CC)[C@@]2(C)[C@H](C)CC[C@@]3(CCC(=O)[C@H]32)[C@@H](C)[C@@H]1O,7.71
JTVPZMFULRWINT-UHFFFAOYSA-N,CCN(CC)CCNC(=O)c1cc(S(C)(=O)=O)ccc1OC,3.41
PHWBOXQYWZNQIN-UHFFFAOYSA-N,Clc1ccccc1CN1CCc2sccc2C1,9.25
HJDYAOBDPZQHOD-UHFFFAOYSA-N,C[N+]1(CCC(O)(c2ccccc2)c2cccs2)CCOCC1,5.06
WDEFBBTXULIOBB-WBVHZDCISA-N,CCOC(=O)[C@]1(c2ccccc2)CCC=C[C@H]1N(C)C,5.1
JTSDBFGMPLKDCD-LNQFALOFSA-N,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O)[C@H](N(C)C)[C@H]2O)[C@@H](CCN2C[C@H](C)C[C@H](C)C2)CC(C)C(=O)C=CC(C)=CC1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,6.69
BLJRIMJGRPQVNF-JTQLQIEISA-N,CC(C)(C)NC[C@H](O)COc1nsnc1N1CCOCC1,4.88
FLOKAKQEMFCMGE-UHFFFAOYSA-N,CCS(=O)(=O)CCn1c(N(O)O)cnc1C,3.86
PHSUVQBHRAWOQD-UHFFFAOYSA-N,CCC(C)N(C(=O)SCc1ccccc1)C(C)CC,12.85
BWBONKHPVHMQHE-UHFFFAOYSA-N,CC(C)CCOc1ccc(NC(=S)Nc2ccc(OCCC(C)C)cc2)cc1,13
XFYDIVBRZNQMJC-UHFFFAOYSA-N,Clc1ccc2nsnc2c1NC1=NCCN1,3.64
LWDQPPLPHGXYLG-UHFFFAOYSA-N,COc1ccc(CC(C)N)c(OC)c1OC,4.16
FITIWKDOCAUBQD-UHFFFAOYSA-N,CCCSP(=S)(OCC)Oc1ccc(Cl)cc1Cl,13.61
OUDSBRTVNLOZBN-UHFFFAOYSA-N,Cc1ccc(S(=O)(=O)NC(=O)NN2CCCCCC2)cc1,8.09
JIVZKJJQOZQXQB-UHFFFAOYSA-N,c1ccc(CC2=NCCN2)cc1,3.28
JLRGJRBPOGGCBT-UHFFFAOYSA-N,CCCCNC(=O)NS(=O)(=O)c1ccc(C)cc1,7.68
OBZIQQJJIKNWNO-UHFFFAOYSA-N,COP(=S)(OC)Oc1c(Cl)cc(C)cc1Cl,11.42
WPALTCMYPARVNV-UHFFFAOYSA-N,CCc1nn(C)c(C(=O)NCc2ccc(Oc3ccc(C)cc3)cc2)c1Cl,12.36
NXQMNKUGGYNLBY-UHFFFAOYSA-N,Cc1cccc(OCC(O)CNC(C)C)c1,5.29
UPSPUYADGBWSHF-UHFFFAOYSA-N,Cc1ccc(C(=O)c2ccc(CC(=O)O)n2C)cc1,7.89
FUSNMLFNXJSCDI-UHFFFAOYSA-N,Cc1cccc(N(C)C(=S)Oc2ccc3ccccc3c2)c1,12.25
CINROOONPHQHPO-UHFFFAOYSA-N,Cc1ccc(C(CCN(C)C)c2ccccc2)cc1,7.47
UDKICLZCJWQTLS-UHFFFAOYSA-N,CCN(CC)CC(=O)Nc1c(C)cccc1C(=O)OC,4.59
HYVWIQDYBVKITD-UHFFFAOYSA-N,Cc1ccc(N(SC(F)(Cl)Cl)S(=O)(=O)N(C)C)cc1,10.78
KJADKKWYZYXHBB-XBWDGYHZSA-N,CC1(C)O[C@@H]2[C@@H](CO[C@@]3(COS(N)(=O)=O)OC(C)(C)O[C@@H]23)O1,6.08
NGBFQHCMQULJNZ-UHFFFAOYSA-N,Cc1cccc(Nc2ccncc2S(=O)(=O)NC(=O)NC(C)C)c1,6.67
XFCLJVABOIYOMF-QPLCGJKRSA-N,CN(C)CCOc1ccc(/C(=C(/CCCl)c2ccccc2)c2ccccc2)cc1,10.49
ZHDPLQKJJVUBDP-UHFFFAOYSA-N,CCON=C(CC)C1C(=O)CC(c2c(C)cc(C)cc2C)CC1=O,9.84
YWSCPYYRJXKUDB-UHFFFAOYSA-N,CC1(C)C(C(=O)OC(C#N)c2cccc(Oc3ccccc3)c2)C1C(Br)C(Br)(Br)Br,13.63
TVYLLZQTGLZFBW-ZBFHGGJFSA-N,COc1cccc([C@@]2(O)CCCC[C@@H]2CN(C)C)c1,4.88
GYDJEQRTZSCIOI-UHFFFAOYSA-N,NCC1CCC(C(=O)O)CC1,1.79
AELCINSCMGFISI-DTWKUNHWSA-N,N[C@@H]1C[C@H]1c1ccccc1,4.27
GSNOZLZNQMLSKJ-UHFFFAOYSA-N,CCN(CC)c1cc(C)nc2ncnn12,6.64
PHLBKPHSAVXXEF-UHFFFAOYSA-N,O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12,6.48
WURBVZBTWMNKQT-UHFFFAOYSA-N,CC(C)(C)C(=O)C(Oc1ccc(Cl)cc1)n1cncn1,9.68
BAZVSMNPJJMILC-UHFFFAOYSA-N,CC(C)(C)C(O)C(Oc1ccc(Cl)cc1)n1cncn1,9.93
MWBPRDONLNQCFV-UHFFFAOYSA-N,CC(C)N(C(=O)SCC(Cl)=C(Cl)Cl)C(C)C,12.73
GFNANZIMVAIWHM-OBYCQNJPSA-N,C[C@]12C=CC(=O)C=C1CC[C@H]1[C@@H]3C[C@@H](O)[C@](O)(C(=O)CO)[C@@]3(C)C[C@H](O)[C@@]12F,5.37
FNYLWPVRPXGIIP-UHFFFAOYSA-N,Nc1nc(N)c2nc(-c3ccccc3)c(N)nc2n1,4.68
XOPFESVZMSQIKC-UHFFFAOYSA-N,COc1nc(C)nc(NC(=O)NS(=O)(=O)c2ccccc2OCCCl)n1,6.6
NKNFWVNSBIXGLL-UHFFFAOYSA-N,CCOC(=O)CSc1nc(C(C)(C)C)nn1C(=O)N(C)C,6.38
JOFWLTCLBGQGBO-UHFFFAOYSA-N,Cc1nnc2n1-c1ccc(Cl)cc1C(c1ccccc1Cl)=NC2,8.05
AMFGTOFWMRQMEM-UHFFFAOYSA-N,CCOP(=S)(OCC)Oc1ncn(-c2ccccc2)n1,9.9
IQGKIPDJXCAMSM-UHFFFAOYSA-N,[O-][n+]1nc(-n2ccnc2)nc2ccc(Cl)cc21,8.37
VLCQZHSMCYCDJL-UHFFFAOYSA-N,COC(=O)c1ccccc1S(=O)(=O)NC(=O)N(C)c1nc(C)nc(OC)n1,7.94
ZOKXUAHZSKEQSS-UHFFFAOYSA-N,CCCCSP(=O)(SCCCC)SCCCC,13.39
ANIAQSUBRGXWLS-UHFFFAOYSA-N,CCOP(=S)(CC)Oc1cc(Cl)c(Cl)cc1Cl,13.53
NQPDXQQQCQDHHW-UHFFFAOYSA-N,CSc1nc2cc(Cl)c(Oc3cccc(Cl)c3Cl)cc2[nH]1,11.96
ICUTUKXCWQYESQ-UHFFFAOYSA-N,O=C(Nc1ccc(Cl)cc1)Nc1ccc(Cl)c(Cl)c1,11.96
REEQLXCGVXDJSQ-UHFFFAOYSA-N,O=C(O)COc1nc(Cl)c(Cl)cc1Cl,7.85
MNYBZEHWPRTNJY-UHFFFAOYSA-N,COC(=O)COc1nc(Cl)c(Cl)cc1Cl,10.44
DQJCHOQLCLEDLL-UHFFFAOYSA-N,Cc1cccc2sc3nncn3c12,5.93
HFBWPRKWDIRYNX-UHFFFAOYSA-N,CCNc1nc(Cl)nc(N(CC)CC)n1,10.15
MGNJFZURPQVGJE-BWAHOGKJSA-N,C=C(NOCc1ccccc1/C(=N/OC)C(=O)OC)c1cccc(C(F)(F)F)c1,11.6
AIMMSOZBPYFASU-UHFFFAOYSA-N,COc1cc(OC)nc(NC(=O)NS(=O)(=O)c2ncccc2OCC(F)(F)F)n1,8.11
HSMVPDGQOIQYSR-KGENOOAVSA-N,CCCOC/C(=N\c1ccc(Cl)cc1C(F)(F)F)n1ccnc1,11.83
XAIPTRIXGHTTNT-UHFFFAOYSA-N,O=C(NC(=O)c1ccccc1Cl)Nc1ccc(OC(F)(F)F)cc1,11.23
ZEWQUBUPAILYHI-UHFFFAOYSA-N,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1,10.24
ZIRLJRABDORTEO-UHFFFAOYSA-N,O=C(CCC(F)N1CCC(O)(c2cccc(C(F)(F)F)c2)CC1)c1ccccc1,7.42
XSCGXQMFQXDFCW-UHFFFAOYSA-N,CN(C)CCCN1c2ccccc2Sc2ccc(C(F)(F)F)cc21,9.27
IMEVJVISCHQJRM-UHFFFAOYSA-N,COC(=O)c1cccc(C)c1S(=O)(=O)NC(=O)Nc1nc(OCC(F)(F)F)nc(N(C)C)n1,9.22
RROQIUMZODEXOR-UHFFFAOYSA-N,O=CNC(N1CCN(C(NC=O)C(Cl)(Cl)Cl)CC1)C(Cl)(Cl)Cl,8.65
HWHLPVGTWGOCJO-UHFFFAOYSA-N,OC(CCN1CCCCC1)(c1ccccc1)C1CCCCC1,7.86
NYOKZHDTNBDPOB-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)cc(C)c1C,8.4
AUQAUAIUNJIIEP-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)c(C)c(C)c1,8.1
FEZBIKUBAYAZIU-UHFFFAOYSA-N,COc1cc(C(=O)NCc2ccc(OCCN(C)C)cc2)cc(OC)c1OC,4.86
IEDVJHCEMCRBQM-UHFFFAOYSA-N,COc1cc(Cc2cnc(N)nc2N)cc(OC)c1OC,4.06
ZSCDBOWYZJWBIY-UHFFFAOYSA-N,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21,8.31
AYGRUKWONNZYSF-UHFFFAOYSA-N,CCOC(O)=c1cc(O)c(=C(O)C2CC2)c(O)c1,8.45
VZBIEBUSGOHPRM-UHFFFAOYSA-N,OC(CCN1CCCCC1)(c1ccccc1)C1C2CC3C(C2)C31,7.21
XZZNDPSIHUTMOC-UHFFFAOYSA-N,O=P(Oc1ccccc1)(Oc1ccccc1)Oc1ccccc1,11.01
CBEQULMOCCWAQT-WOJGMQOQSA-N,Cc1ccc(/C(=C\CN2CCCC2)c2ccccn2)cc1,6.28
PPDBOQMNKNNODG-NTEUORMPSA-N,CC1(C)CC/C(=C\c2ccc(Cl)cc2)C1(O)Cn1cncn1,10.13
UXQDWARBDDDTKG-UHFFFAOYSA-N,CN(C)CCOCC(=O)NC12CC3CC(CC(C3)C1)C2,6.64
BGDKAVGWHJFAGW-UHFFFAOYSA-N,CCN(Cc1ccncc1)C(=O)C(CO)c1ccccc1,6.03
ZNRGQMMCGHDTEI-ITGUQSILSA-N,CN1[C@@H]2CC[C@H]1C[C@@H](OC(=O)c1c[nH]c3ccccc13)C2,5.09
OYYDSUSKLWTMMQ-UHFFFAOYSA-N,O=C(OC1CC2CCC(C1)[N+]21CCCC1)C(O)(c1ccccc1)c1ccccc1,5.72
YREYLAVBNPACJM-UHFFFAOYSA-N,CC(C)(C)NCC(O)c1ccccc1Cl,5.17
WBPYTXDJUQJLPQ-QLDHUOSBSA-N,CC[C@H]1OC(=O)C[C@@H](O)[C@H](C)[C@@H](O[C@@H]2O[C@H](C)[C@@H](O[C@H]3C[C@@](C)(O)[C@@H](O)[C@H](C)O3)[C@H](N(C)C)[C@H]2O)[C@@H](CC=O)CC(C)C(=O)C=CC(C)=CC1CO[C@@H]1O[C@H](C)[C@@H](O)[C@@H](OC)[C@H]1OC,7.88
DZGWFCGJZKJUFP-UHFFFAOYSA-N,NCCc1ccc(O)cc1,2.28
YNWVFADWVLCOPU-JYRVWZFOSA-N,CC(C)(C)C(O)/C(=C/c1ccc(Cl)cc1)n1cncn1,10.46
NBMMIBNZVQFQEO-UHFFFAOYSA-N,CCCCCn1cc(C(=O)C2C(C)(C)C2(C)C)c2ccccc21,12.93
LNPDTQAFDNKSHK-UHFFFAOYSA-N,Cc1onc(-c2ccccc2)c1-c1ccc(S(N)(=O)=O)cc1,7.37
ACWBQPMHZXGDFX-UHFFFAOYSA-N,CCCCC(=O)N(Cc1ccc(-c2ccccc2-c2nn[nH]n2)cc1)C(C(=O)O)C(C)C,9.21
LESVOLZBIFDZGS-UHFFFAOYSA-N,CNC(=O)C(C)SCCSP(=O)(OC)OC,5.02
SECKRCOLJRRGGV-UHFFFAOYSA-N,CCCc1nc(C)c2c(=O)[nH]c(-c3cc(S(=O)(=O)N4CCN(CC)CC4)ccc3OCC)nn12,8.11
JQSHBVHOMNKWFT-DTORHVGOSA-N,c1cnc2cc3c(cc2n1)[C@@H]1CNC[C@H]3C1,3.63
XJCLWVXTCRQIDI-UHFFFAOYSA-N,C=C(Cl)CSC(=S)N(CC)CC,11.05
PNVNVHUZROJLTJ-UHFFFAOYSA-N,COc1ccc(C(CN(C)C)C2(O)CCCCC2)cc1,6.14
SGTNSNPWRIOYBX-UHFFFAOYSA-N,COc1ccc(CCN(C)CCCC(C#N)(c2ccc(OC)c(OC)c2)C(C)C)cc1OC,7.19
OKUGPJPKMAEJOE-UHFFFAOYSA-N,CCCSC(=O)N(CCC)CCC,11.48
FSCWZHGZWWDELK-UHFFFAOYSA-N,C=CC1(C)OC(=O)N(c2cc(Cl)cc(Cl)c2)C1=O,10.64
PJVWKTKQMONHTI-UHFFFAOYSA-N,CC(=O)CC(c1ccccc1)c1c(O)c2ccccc2oc1=O,9.08
MEUQWHZOUDZXHH-UHFFFAOYSA-N,COc1ccc(C(=O)c2c(C)n(CCN3CCOCC3)c3ccccc23)cc1,9.55
HQVHOQAKMCMIIM-HXUWFJFHSA-N,Cc1c(C(=O)c2cccc3ccccc23)c2cccc3c2n1[C@H](CN1CCOCC1)CO3,10.93
DSFGXPJYDCSWTA-UHFFFAOYSA-N,CN(CCO)CC(O)Cn1cnc2c1c(=O)n(C)c(=O)n2C,2.99
MTZBBNMLMNBNJL-UHFFFAOYSA-N,Cc1cccc(C)c1NC(=O)c1cc(S(N)(=O)=O)c(Cl)cc1O,7.36
CVQODEWAPZVVBU-UHFFFAOYSA-N,CNC(=O)Oc1cc(C)cc(C)c1,7.78
HUCJFAOMUPXHDK-UHFFFAOYSA-N,Cc1cc(C(C)(C)C)cc(C)c1CC1=NCCN1,7.75
BLGXFZZNTVWLAY-AMZRAFDVSA-N,COC(=O)C1[C@H]2C[C@H]3c4[nH]c5ccccc5c4CCN3C[C@@H]2CC[C@@H]1O,5.08
HUNXMJYCHXQEGX-UHFFFAOYSA-N,CCN(C(C)=O)c1cccc(-c2ccnc3c(C#N)cnn23)c1,6.61
CARRCRVKWDEWCD-UHFFFAOYSA-N,Oc1cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2[nH]1,8.03
